Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-01 15:55:46,2019-08-01 15:55:56,9.838s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""pivotcompanion""], STOP_ON_FAILURE)",Safari 11,,,2019-08-01 15:55:56,2019-08-01 15:56:05,8.446s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""pivot-health-choice""], STOP_ON_FAILURE)",Safari 11,,,2019-08-01 15:56:05,2019-08-01 15:56:12,7.531s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-01 15:56:12,2019-08-01 15:56:22,10.217s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-01 15:56:22,2019-08-01 15:57:21,59.182s,PASSED
,,,,,,,
Test Cases/mobileWeb/stm/Everest,Safari 11,,,2019-08-01 15:57:21,2019-08-01 15:59:02,1m - 40.578s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Everest""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-01 15:57:22,2019-08-01 15:57:22,0.069s,PASSED
i = 0,Safari 11,,,2019-08-01 15:57:22,2019-08-01 15:57:22,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-01 15:57:22,2019-08-01 15:57:32,10.281s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [""zipcode"":""83709""], STOP_ON_FAILURE)",Safari 11,,,2019-08-01 15:57:32,2019-08-01 15:57:44,11.866s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""everest-one""], STOP_ON_FAILURE)",Safari 11,,,2019-08-01 15:57:44,2019-08-01 15:57:53,8.793s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""everest-one""], STOP_ON_FAILURE)",Safari 11,,,2019-08-01 15:57:53,2019-08-01 15:58:00,7.237s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-01 15:58:00,2019-08-01 15:58:12,12.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-01 15:58:12,2019-08-01 15:59:02,50.119s,PASSED
,,,,,,,
Test Cases/mobileWeb/stm/Everest Prime,Safari 11,,,2019-08-01 15:59:02,2019-08-01 16:00:44,1m - 41.876s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""Everest Prime""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-01 15:59:02,2019-08-01 15:59:02,0.072s,PASSED
i = 0,Safari 11,,,2019-08-01 15:59:02,2019-08-01 15:59:02,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-01 15:59:02,2019-08-01 15:59:12,9.262s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-01 15:59:12,2019-08-01 15:59:25,13.889s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""everest""], STOP_ON_FAILURE)",Safari 11,,,2019-08-01 15:59:25,2019-08-01 15:59:34,8.662s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""everest""], STOP_ON_FAILURE)",Safari 11,,,2019-08-01 15:59:34,2019-08-01 15:59:41,7.055s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-01 15:59:41,2019-08-01 15:59:51,10.212s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-01 15:59:51,2019-08-01 16:00:44,52.534s,PASSED
,,,,,,,
Test Cases/mobileWeb/stm/LifeShield,Safari 11,,,2019-08-01 16:00:44,2019-08-01 16:02:25,1m - 41.331s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""LifeShield""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-01 16:00:44,2019-08-01 16:00:44,0.067s,PASSED
i = 0,Safari 11,,,2019-08-01 16:00:44,2019-08-01 16:00:44,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-01 16:00:44,2019-08-01 16:00:54,9.436s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [""zipcode"":""60602""], STOP_ON_FAILURE)",Safari 11,,,2019-08-01 16:00:54,2019-08-01 16:01:06,12.178s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""lifeshield""], STOP_ON_FAILURE)",Safari 11,,,2019-08-01 16:01:06,2019-08-01 16:01:14,8.605s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""lifeshield""], STOP_ON_FAILURE)",Safari 11,,,2019-08-01 16:01:14,2019-08-01 16:01:23,8.341s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-01 16:01:23,2019-08-01 16:01:35,11.746s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-01 16:01:35,2019-08-01 16:02:25,50.708s,PASSED
,,,,,,,
Test Cases/mobileWeb/stm/NationalGeneral,Safari 11,,,2019-08-01 16:02:25,2019-08-01 16:05:02,2m - 36.231s,FAILED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""National General""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-01 16:02:25,2019-08-01 16:02:26,0.069s,PASSED
i = 0,Safari 11,,,2019-08-01 16:02:26,2019-08-01 16:02:26,0.001s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-01 16:02:26,2019-08-01 16:02:36,10.633s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-08-01 16:02:36,2019-08-01 16:02:47,10.876s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""nationalgeneral""], STOP_ON_FAILURE)",Safari 11,,,2019-08-01 16:02:47,2019-08-01 16:02:56,8.512s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""nationalgeneral""], STOP_ON_FAILURE)",Safari 11,,,2019-08-01 16:02:56,2019-08-01 16:03:03,7.234s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-01 16:03:03,2019-08-01 16:03:14,10.878s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-08-01 16:03:14,2019-08-01 16:05:01,1m - 47.725s,FAILED
