Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""LifeShield""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-26 14:41:17,2019-07-26 14:41:17,0.066s,PASSED
i = 0,Safari 11,,,2019-07-26 14:41:17,2019-07-26 14:41:17,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:41:17,2019-07-26 14:41:27,9.949s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [""zipcode"":""60602""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:41:27,2019-07-26 14:41:39,12.077s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""lifeshield""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:41:39,2019-07-26 14:41:47,8.344s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""lifeshield""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:41:47,2019-07-26 14:41:54,6.983s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:41:54,2019-07-26 14:42:04,9.871s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:42:04,2019-07-26 14:42:59,55.277s,PASSED
,,,,,,,
Test Cases/mobileWeb/stm/NationalGeneral,Safari 11,,,2019-07-26 14:42:59,2019-07-26 14:44:21,1m - 21.808s,FAILED
"callTestCase(findTestCase(""mobileWeb/_include/get_screenPath""), [""productLine"":""stm"", ""carrierName"":""National General""], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-26 14:42:59,2019-07-26 14:43:00,0.065s,PASSED
i = 0,Safari 11,,,2019-07-26 14:43:00,2019-07-26 14:43:00,0.000s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/openWebSite""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-26 14:43:00,2019-07-26 14:43:08,8.550s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/census_stm""), [:], CONTINUE_ON_FAILURE)",Safari 11,,,2019-07-26 14:43:08,2019-07-26 14:43:20,11.683s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/filter_stm""), [""carrier"":""nationalgeneral""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:43:20,2019-07-26 14:43:28,8.246s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToDetail_stm""), [""carrier"":""nationalgeneral""], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:43:28,2019-07-26 14:43:36,7.622s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/apply_stm""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:43:36,2019-07-26 14:43:45,9.146s,PASSED
"callTestCase(findTestCase(""mobileWeb/_include/goToEnd_stm_autofill""), [:], STOP_ON_FAILURE)",Safari 11,,,2019-07-26 14:43:45,2019-07-26 14:44:21,36.257s,FAILED
